"time","usage"
1486334147,48.9
1486334507,49.2
1486334807,49.5
1486335107,49.7
1486335407,49.8
1486335707,49.9
1486336067,50.3
1486336427,50.5
1486336786,50.6
1486337086,50.4
1486337386,48.5
1486337687,48.6
1486337987,48.8
1486338287,49
1486338587,49.1
1486338887,49.4
1486339187,49.6
1486339547,49.8
1486339847,50
1486340147,50.3
1486340507,50.4
1486340867,48.7
1486341227,49
1486341527,49.2
1486341827,49.4
1486342127,49.7
1486342427,49.8
1486342727,49.5
1486343027,49.8
1486343327,49.8
1486343627,50.1
1486343987,50.4
1486344287,50.6
1486344587,48.8
1486344887,49
1486345187,48.9
1486345487,49.2
1486345787,49.5
1486346087,49.7
1486346387,49.8
1486346687,50
1486346987,50.2
1486347287,50.3
1486347587,50.5
1486347887,50.7
1486348247,49
1486348547,48.6
1486348847,49
1486349147,49.1
1486349447,49.3
1486349747,49.6
1486350047,49.7
1486350347,49.8
1486350647,50
1486350947,50.2
1486351247,50.4
1486351547,50.6
1486351907,48.9
1486352156,47.8
1486352456,47.9
1486352756,48.1
1486353057,48.2
1486353357,48.3
1486353657,48.6
1486353957,48.4
1486354316,48.5
1486354616,48.8
1486354917,49
1486355277,49.1
1486355577,47.4
1486355936,47.5
1486356236,47.7
1486356536,47.9
1486356836,48.1
1486357136,48.2
